,ini_speed,angles,x_range,max_height,time_flight
237,10,24,7.627205143108494,1.1123604101849485,0.8844028004803652
238,10,25,7.8031141514323465,1.175902153006184,0.9134154833036597
239,10,26,7.9711931706017145,1.2412200730976168,0.9422869564291141
240,10,27,8.131167197183506,1.3082318517790024,0.9709970324226495
241,10,28,8.282784203463395,1.376853707091622,0.9995269520864387
242,10,29,8.425813414422912,1.4470004802414673,1.0278592233395902
243,10,30,8.560043823104152,1.5185857217830143,1.055977483888493
244,10,31,8.685282764646647,1.5915217775379702,1.0838663649436533
245,10,32,8.801354888608229,1.665719874248033,1.111511401233698
246,10,33,8.908101052482323,1.741090204965065,1.1388989256133204
247,10,34,9.005377443364608,1.817542014185972,1.1660159888998827
248,10,35,9.093054788646006,1.8949836827432471,1.192850288704798
249,10,36,9.171017709364456,1.9733228198979749,1.2193901006474361
250,10,37,9.239163935117741,2.0524663208826546,1.2456242292856452
251,10,38,9.297404008968808,2.13232048823311,1.2715419544338413
252,10,39,9.345660663768488,2.2127910929888532,1.2971329886369753
253,10,40,9.383868441613803,2.293783463982647,1.3223874387252985
254,10,41,9.411973357906824,2.375202571672449,1.3472957763849935
255,10,42,9.429932471863976,2.4569531118822896,1.3718487913387418
256,10,43,9.437713757764712,2.5389395894807154,1.396037587945325
257,10,44,9.43529576505406,2.6210664020262455,1.4198535470934
258,10,45,9.422667427629866,2.7032379234098216,1.4432883086317705
259,10,46,9.399827879567933,2.7853585875245352,1.4663337527691427
260,10,47,9.366786296785472,2.867332971992831,1.488981983575916
261,10,48,9.323561762157684,2.949065881981128,1.5112253170376364
262,10,49,9.270183224376058,3.0304624341311506,1.5330562582119087
263,10,50,9.206689132788403,3.1114281406364426,1.5544675036352367
264,10,51,9.133127742654915,3.191868993491346,1.5754519225759724
265,10,52,9.049556845640849,3.271691566033904,1.5960025563246658
